generated_index,candidate_id,prompt_window_id,real_index,activity_name,chest_gyro_x_mean_zerr,chest_gyro_x_std_relerr,chest_gyro_x_range_zerr,chest_gyro_x_stats_score,chest_gyro_y_mean_zerr,chest_gyro_y_std_relerr,chest_gyro_y_range_zerr,chest_gyro_y_stats_score,chest_gyro_z_mean_zerr,chest_gyro_z_std_relerr,chest_gyro_z_range_zerr,chest_gyro_z_stats_score,mean_zerr_avg,std_relerr_avg,range_zerr_avg,stats_score,max_channel_stats_score
243,264,5876,264,running,0.01042088803923116,0.2052004756038761,2.120083898911197,0.5102653252394823,0.06834727833528473,0.010207134419950168,0.6444613362701845,0.16031403235613087,0.12054487326336377,0.15750112549177753,0.9772255444097442,0.30666350838400536,0.06643767987929322,0.12430291183853459,1.2472569265303755,0.3257476219932062,0.5102653252394823
245,266,5878,266,running,0.02127624418732287,0.26348366396308104,1.708433206586542,0.45559060457746997,0.011281203990767175,0.4706474328560546,1.2730367937811686,0.44737881349496245,0.22697039914001355,0.15207405921119102,0.8545414492785389,0.32252607319618964,0.08650928243936785,0.29540171867677556,1.2786704832154165,0.4084984970895407,0.45559060457746997
218,238,5850,238,running,0.06198151173757359,0.5654406394550507,2.0390381435659477,0.6587764891902392,0.013934439927601745,0.24314406610304315,1.0356076371984397,0.3099529298519459,0.06419848826841805,0.3641580731724017,0.8284718407609593,0.3370369927285197,0.0467048133111978,0.39091425957683185,1.3010392071751156,0.435255470590235,0.6587764891902392
238,259,5871,259,running,0.010638809275531898,0.5417933013245523,1.9538943377061786,0.6117517117812694,0.14701947614518682,0.3093835720413502,1.0642929077148438,0.3954198008175836,0.04589015524522915,0.3420416694819728,0.8558483347047534,0.32634239683183147,0.06784948022198263,0.39773951428262505,1.2913451933752587,0.44450463647689487,0.6117517117812694
209,229,5841,229,running,0.021835760969371135,0.4608874613678924,2.490176146021901,0.6911245181392857,0.0030475782334280195,0.1261353415827598,0.9092186567021254,0.23351689926690022,0.04506558157477278,0.48854965582332,1.1167513692336875,0.4367963688059746,0.023316306925857313,0.3585241529246574,1.5053820573192382,0.45381259540405355,0.6911245181392857
246,267,5879,267,running,0.03043999187597335,0.18504322276395907,2.3480310166094114,0.5557994891778553,0.11298951828801955,0.6312826692879021,1.573627781581592,0.6124344313466872,0.022111006184584572,0.19308075267407623,0.5444997002681098,0.1949766435970863,0.05518017211619249,0.3364688815753125,1.488719499486371,0.45440352137387624,0.6124344313466872
250,271,5883,271,running,0.1119714627986977,0.5092711813076978,2.5038350295116554,0.7492640635448893,0.12489614232986052,0.335412747260128,0.931344142507885,0.3703923843375724,0.026993076448789274,0.17210143397078037,1.0416804307594967,0.2879738903197272,0.0879535605257825,0.33892845417953543,1.4922865342596792,0.469210112734063,0.7492640635448893
219,239,5851,239,running,0.07109708672090602,0.1601321748770409,2.041434135046429,0.5007785316484645,0.04876958230772604,0.5381638031143574,1.4893687496116446,0.5326471040911622,0.03380715683153815,0.41075974723317776,1.1939600958037624,0.4166187807866389,0.05122460862005673,0.36968524174152534,1.5749209934872788,0.4833481388420886,0.5326471040911622
174,193,5805,193,running,0.20484097704444965,0.15524204981695744,2.6258385456714435,0.6692009198788516,0.36780622334984264,0.052822299119902806,0.9823695500691733,0.3647253190017329,0.08707420635914456,0.382004357766414,1.283375902945951,0.44430660623941365,0.21990713558447894,0.19668956890109143,1.6305279995621893,0.492744281706666,0.6692009198788516
188,207,5819,207,running,0.05915568460393718,0.4766774235637745,2.2936471878888205,0.6730626808448488,0.27834941285122805,0.24187792183288348,0.7328821776977763,0.3546673694131999,0.040582408650345174,0.4299678228915915,1.350441672429576,0.45830842710268993,0.1260291687018368,0.38284105609608315,1.4589903460053908,0.49534615912024615,0.6730626808448488
269,290,5902,290,running,0.05089175644851556,0.3181299938109839,1.5100014787655938,0.44960899585691855,0.003268186457528307,0.654225869232274,1.5576647090376845,0.5745305640834579,0.007937344435661563,0.4284072092601231,1.4883093457373362,0.4721996906257811,0.020699095780568475,0.466921024101127,1.518658511180205,0.49877975018871923,0.5745305640834579
