candidate_id,missing_numeric_fields,missing_columns,parsed_numeric_fields,filter_reason
463,1,['value_35'],35,missing_fields
464,1,['value_35'],35,missing_fields
465,23,"['value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",13,missing_fields
466,34,"['value_2', 'value_3', 'value_4', 'value_5', 'value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",2,missing_fields
467,1,['value_35'],35,missing_fields
468,1,['value_0'],35,missing_fields
469,0,[],36,kept
470,1,['value_35'],35,missing_fields
471,0,[],36,kept
472,1,['value_35'],35,missing_fields
473,3,"['value_33', 'value_34', 'value_35']",33,missing_fields
474,1,['value_35'],35,missing_fields
475,0,[],36,kept
476,0,[],36,kept
477,1,['value_35'],35,missing_fields
478,0,[],36,kept
479,1,['value_35'],35,missing_fields
480,1,['value_35'],35,missing_fields
481,0,[],36,kept
482,9,"['value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",27,missing_fields
483,0,[],36,kept
484,0,[],36,kept
485,0,[],36,kept
486,0,[],36,kept
487,0,[],36,kept
488,1,['value_35'],35,missing_fields
489,0,[],36,kept
490,0,[],36,norm_filter
491,1,['value_35'],35,missing_fields
492,1,['value_35'],35,missing_fields
493,0,[],36,kept
494,1,['value_35'],35,missing_fields
495,26,"['value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",10,missing_fields
496,0,[],36,kept
497,0,[],36,kept
498,1,['value_35'],35,missing_fields
499,24,"['value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",12,missing_fields
500,1,['value_35'],35,missing_fields
501,23,"['value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",13,missing_fields
502,1,['value_35'],35,missing_fields
503,1,['value_35'],35,missing_fields
504,0,[],36,kept
505,0,[],36,kept
506,1,['value_35'],35,missing_fields
507,1,['value_35'],35,missing_fields
508,0,[],36,kept
509,0,[],36,kept
510,0,[],36,kept
511,1,['value_35'],35,missing_fields
512,0,[],36,kept
513,1,['value_35'],35,missing_fields
514,3,"['value_33', 'value_34', 'value_35']",33,missing_fields
515,0,[],36,kept
516,25,"['value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",11,missing_fields
517,0,[],36,kept
518,1,['value_35'],35,missing_fields
519,0,[],36,kept
520,2,"['value_34', 'value_35']",34,missing_fields
521,0,[],36,kept
522,35,"['value_1', 'value_2', 'value_3', 'value_4', 'value_5', 'value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",1,missing_fields
523,0,[],36,norm_filter
524,1,['value_35'],35,missing_fields
525,1,['value_35'],35,missing_fields
526,0,[],36,kept
527,0,[],36,kept
528,1,['value_35'],35,missing_fields
529,0,[],36,kept
530,0,[],36,kept
531,0,[],36,kept
532,0,[],36,kept
533,0,[],36,kept
534,1,['value_35'],35,missing_fields
535,0,[],36,kept
536,0,[],36,kept
537,1,['value_35'],35,missing_fields
538,0,[],36,kept
539,1,['value_35'],35,missing_fields
540,0,[],36,kept
541,20,"['value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",16,missing_fields
542,0,[],36,kept
543,0,[],36,kept
544,0,[],36,kept
545,0,[],36,kept
546,0,[],36,kept
547,0,[],36,kept
548,0,[],36,kept
549,1,['value_35'],35,missing_fields
550,0,[],36,kept
551,3,"['value_33', 'value_34', 'value_35']",33,missing_fields
552,0,[],36,kept
553,0,[],36,kept
554,0,[],36,kept
555,1,['value_35'],35,missing_fields
556,0,[],36,kept
557,2,"['value_34', 'value_35']",34,missing_fields
558,1,['value_35'],35,missing_fields
559,0,[],36,kept
560,2,"['value_34', 'value_35']",34,missing_fields
561,2,"['value_34', 'value_35']",34,missing_fields
562,2,"['value_34', 'value_35']",34,missing_fields
563,1,['value_35'],35,missing_fields
564,0,[],36,norm_filter
565,0,[],36,kept
566,0,[],36,norm_filter
567,0,[],36,kept
568,0,[],36,norm_filter
569,2,"['value_34', 'value_35']",34,missing_fields
570,2,"['value_34', 'value_35']",34,missing_fields
571,8,"['value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",28,missing_fields
572,0,[],36,kept
573,34,"['value_2', 'value_3', 'value_4', 'value_5', 'value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",2,missing_fields
574,2,"['value_34', 'value_35']",34,missing_fields
575,0,[],36,kept
576,2,"['value_34', 'value_35']",34,missing_fields
577,2,"['value_34', 'value_35']",34,missing_fields
578,19,"['value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",17,missing_fields
579,30,"['value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",6,missing_fields
580,0,[],36,norm_filter
581,2,"['value_34', 'value_35']",34,missing_fields
582,0,[],36,kept
583,6,"['value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",30,missing_fields
584,0,[],36,kept
585,25,"['value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",11,missing_fields
586,20,"['value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",16,missing_fields
587,2,"['value_34', 'value_35']",34,missing_fields
588,0,[],36,norm_filter
589,0,[],36,kept
590,0,[],36,kept
591,0,[],36,kept
592,0,[],36,norm_filter
593,0,[],36,kept
594,0,[],36,norm_filter
595,0,[],36,kept
596,1,['value_35'],35,missing_fields
597,2,"['value_34', 'value_35']",34,missing_fields
598,0,[],36,kept
599,2,"['value_34', 'value_35']",34,missing_fields
600,0,[],36,kept
601,10,"['value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",26,missing_fields
602,2,"['value_34', 'value_35']",34,missing_fields
603,2,"['value_34', 'value_35']",34,missing_fields
604,0,[],36,kept
605,3,"['value_33', 'value_34', 'value_35']",33,missing_fields
606,1,['value_35'],35,missing_fields
607,0,[],36,kept
608,22,"['value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",14,missing_fields
609,2,"['value_34', 'value_35']",34,missing_fields
610,0,[],36,kept
611,2,"['value_34', 'value_35']",34,missing_fields
612,0,[],36,kept
613,0,[],36,kept
614,0,[],36,kept
615,2,"['value_34', 'value_35']",34,missing_fields
616,1,['value_35'],35,missing_fields
617,2,"['value_34', 'value_35']",34,missing_fields
618,3,"['value_33', 'value_34', 'value_35']",33,missing_fields
619,34,"['value_2', 'value_3', 'value_4', 'value_5', 'value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",2,missing_fields
620,0,[],36,kept
621,0,[],36,kept
622,2,"['value_34', 'value_35']",34,missing_fields
623,0,[],36,kept
624,0,[],36,kept
625,25,"['value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",11,missing_fields
626,0,[],36,kept
627,2,"['value_34', 'value_35']",34,missing_fields
628,29,"['value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",7,missing_fields
629,0,[],36,kept
630,0,[],36,kept
631,2,"['value_34', 'value_35']",34,missing_fields
632,20,"['value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",16,missing_fields
633,29,"['value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",7,missing_fields
634,0,[],36,kept
635,0,[],36,kept
636,2,"['value_34', 'value_35']",34,missing_fields
637,1,['value_35'],35,missing_fields
638,0,[],36,kept
639,1,['value_35'],35,missing_fields
640,0,[],36,kept
641,0,[],36,norm_filter
642,0,[],36,kept
643,0,[],36,kept
644,0,[],36,kept
645,0,[],36,kept
646,2,"['value_34', 'value_35']",34,missing_fields
647,7,"['value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",29,missing_fields
648,2,"['value_34', 'value_35']",34,missing_fields
649,0,[],36,kept
650,2,"['value_34', 'value_35']",34,missing_fields
651,0,[],36,kept
652,0,[],36,kept
653,24,"['value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",12,missing_fields
654,12,"['value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",24,missing_fields
655,0,[],36,kept
656,0,[],36,kept
657,0,[],36,kept
658,2,"['value_34', 'value_35']",34,missing_fields
659,2,"['value_34', 'value_35']",34,missing_fields
660,0,[],36,kept
661,1,['value_35'],35,missing_fields
662,0,[],36,kept
663,0,[],36,kept
664,2,"['value_34', 'value_35']",34,missing_fields
665,2,"['value_34', 'value_35']",34,missing_fields
666,0,[],36,kept
667,36,"['value_0', 'value_1', 'value_2', 'value_3', 'value_4', 'value_5', 'value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",0,missing_fields
668,2,"['value_34', 'value_35']",34,missing_fields
669,10,"['value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",26,missing_fields
670,27,"['value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",9,missing_fields
671,0,[],36,kept
672,2,"['value_34', 'value_35']",34,missing_fields
673,1,['value_35'],35,missing_fields
674,3,"['value_33', 'value_34', 'value_35']",33,missing_fields
675,0,[],36,kept
676,0,[],36,kept
677,2,"['value_34', 'value_35']",34,missing_fields
678,3,"['value_33', 'value_34', 'value_35']",33,missing_fields
679,0,[],36,kept
680,0,[],36,kept
681,0,[],36,kept
682,0,[],36,kept
683,0,[],36,kept
684,14,"['value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",22,missing_fields
685,0,[],36,kept
686,2,"['value_34', 'value_35']",34,missing_fields
687,2,"['value_34', 'value_35']",34,missing_fields
688,1,['value_35'],35,missing_fields
689,2,"['value_34', 'value_35']",34,missing_fields
690,2,"['value_34', 'value_35']",34,missing_fields
691,2,"['value_34', 'value_35']",34,missing_fields
692,0,[],36,kept
693,0,[],36,kept
694,20,"['value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",16,missing_fields
695,2,"['value_34', 'value_35']",34,missing_fields
696,2,"['value_34', 'value_35']",34,missing_fields
697,2,"['value_34', 'value_35']",34,missing_fields
698,0,[],36,kept
699,2,"['value_34', 'value_35']",34,missing_fields
700,0,[],36,kept
701,0,[],36,kept
702,13,"['value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",23,missing_fields
703,5,"['value_31', 'value_32', 'value_33', 'value_34', 'value_35']",31,missing_fields
704,1,['value_35'],35,missing_fields
705,3,"['value_33', 'value_34', 'value_35']",33,missing_fields
706,0,[],36,kept
707,22,"['value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",14,missing_fields
708,0,[],36,norm_filter
709,2,"['value_34', 'value_35']",34,missing_fields
710,2,"['value_34', 'value_35']",34,missing_fields
711,2,"['value_34', 'value_35']",34,missing_fields
712,0,[],36,kept
713,3,"['value_33', 'value_34', 'value_35']",33,missing_fields
714,0,[],36,kept
715,0,[],36,norm_filter
716,18,"['value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",18,missing_fields
717,0,[],36,kept
718,0,[],36,kept
719,10,"['value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",26,missing_fields
720,3,"['value_33', 'value_34', 'value_35']",33,missing_fields
721,0,[],36,kept
722,2,"['value_34', 'value_35']",34,missing_fields
723,0,[],36,kept
724,0,[],36,norm_filter
725,1,['value_35'],35,missing_fields
726,2,"['value_34', 'value_35']",34,missing_fields
727,0,[],36,kept
728,33,"['value_3', 'value_4', 'value_5', 'value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",3,missing_fields
729,0,[],36,kept
730,0,[],36,kept
731,2,"['value_34', 'value_35']",34,missing_fields
732,15,"['value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",21,missing_fields
733,15,"['value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",21,missing_fields
734,2,"['value_34', 'value_35']",34,missing_fields
735,0,[],36,kept
736,1,['value_35'],35,missing_fields
737,2,"['value_34', 'value_35']",34,missing_fields
738,0,[],36,kept
739,0,[],36,kept
740,0,[],36,kept
741,0,[],36,kept
742,1,['value_35'],35,missing_fields
743,1,['value_35'],35,missing_fields
744,1,['value_35'],35,missing_fields
745,4,"['value_32', 'value_33', 'value_34', 'value_35']",32,missing_fields
746,24,"['value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",12,missing_fields
747,36,"['value_0', 'value_1', 'value_2', 'value_3', 'value_4', 'value_5', 'value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",0,missing_fields
748,0,[],36,kept
749,22,"['value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",14,missing_fields
750,0,[],36,kept
751,2,"['value_34', 'value_35']",34,missing_fields
752,0,[],36,kept
753,0,[],36,kept
754,0,[],36,kept
755,1,['value_35'],35,missing_fields
756,0,[],36,kept
757,1,['value_35'],35,missing_fields
758,0,[],36,kept
759,0,[],36,kept
760,0,[],36,kept
761,1,['value_35'],35,missing_fields
762,1,['value_35'],35,missing_fields
763,1,['value_35'],35,missing_fields
764,21,"['value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",15,missing_fields
765,0,[],36,kept
766,1,['value_35'],35,missing_fields
767,1,['value_35'],35,missing_fields
768,0,[],36,kept
769,0,[],36,kept
770,0,[],36,kept
771,0,[],36,kept
772,0,[],36,kept
773,0,[],36,norm_filter
774,25,"['value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",11,missing_fields
775,3,"['value_33', 'value_34', 'value_35']",33,missing_fields
776,2,"['value_34', 'value_35']",34,missing_fields
777,0,[],36,kept
778,32,"['value_4', 'value_5', 'value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",4,missing_fields
779,1,['value_35'],35,missing_fields
780,1,['value_35'],35,missing_fields
781,1,['value_35'],35,missing_fields
782,0,[],36,kept
783,0,[],36,kept
784,21,"['value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",15,missing_fields
785,1,['value_35'],35,missing_fields
786,1,['value_35'],35,missing_fields
787,22,"['value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",14,missing_fields
788,2,"['value_34', 'value_35']",34,missing_fields
789,0,[],36,kept
790,0,[],36,kept
791,34,"['value_2', 'value_3', 'value_4', 'value_5', 'value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",2,missing_fields
792,0,[],36,kept
793,0,[],36,kept
794,0,[],36,kept
795,1,['value_35'],35,missing_fields
796,0,[],36,kept
797,21,"['value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",15,missing_fields
798,0,[],36,kept
799,0,[],36,kept
800,0,[],36,kept
801,0,[],36,kept
802,0,[],36,kept
803,0,[],36,kept
804,1,['value_35'],35,missing_fields
805,1,['value_35'],35,missing_fields
806,0,[],36,kept
807,0,[],36,kept
808,0,[],36,kept
809,1,['value_35'],35,missing_fields
810,1,['value_35'],35,missing_fields
811,33,"['value_3', 'value_4', 'value_5', 'value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",3,missing_fields
812,0,[],36,kept
813,34,"['value_2', 'value_3', 'value_4', 'value_5', 'value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",2,missing_fields
814,2,"['value_34', 'value_35']",34,missing_fields
815,2,"['value_34', 'value_35']",34,missing_fields
816,0,[],36,kept
817,0,[],36,kept
818,1,['value_35'],35,missing_fields
819,0,[],36,kept
820,2,"['value_34', 'value_35']",34,missing_fields
821,2,"['value_34', 'value_35']",34,missing_fields
822,0,[],36,kept
823,34,"['value_2', 'value_3', 'value_4', 'value_5', 'value_6', 'value_7', 'value_8', 'value_9', 'value_10', 'value_11', 'value_12', 'value_13', 'value_14', 'value_15', 'value_16', 'value_17', 'value_18', 'value_19', 'value_20', 'value_21', 'value_22', 'value_23', 'value_24', 'value_25', 'value_26', 'value_27', 'value_28', 'value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",2,missing_fields
824,1,['value_35'],35,missing_fields
825,1,['value_0'],35,missing_fields
826,1,['value_35'],35,missing_fields
827,1,['value_35'],35,missing_fields
828,0,[],36,kept
829,0,[],36,kept
830,0,[],36,kept
831,0,[],36,kept
832,0,[],36,kept
833,2,"['value_34', 'value_35']",34,missing_fields
834,0,[],36,kept
835,0,[],36,kept
836,5,"['value_31', 'value_32', 'value_33', 'value_34', 'value_35']",31,missing_fields
837,1,['value_35'],35,missing_fields
838,1,['value_35'],35,missing_fields
839,7,"['value_29', 'value_30', 'value_31', 'value_32', 'value_33', 'value_34', 'value_35']",29,missing_fields
840,0,[],36,kept
841,0,[],36,kept
842,0,[],36,kept
843,0,[],36,kept
844,0,[],36,kept
845,1,['value_35'],35,missing_fields
846,0,[],36,kept
847,1,['value_35'],35,missing_fields
848,1,['value_35'],35,missing_fields
849,1,['value_35'],35,missing_fields
850,0,[],36,kept
851,0,[],36,kept
852,0,[],36,kept
853,0,[],36,kept
854,5,"['value_31', 'value_32', 'value_33', 'value_34', 'value_35']",31,missing_fields
855,0,[],36,kept
856,2,"['value_34', 'value_35']",34,missing_fields
